date,P,T,E,Qls,Qmm
03/01/2004 01:00,2.54,NA,0,5883,0.023020435
03/01/2004 02:00,1.77,NA,0,5947,0.02327087
03/01/2004 03:00,1.42,NA,0,6011,0.023521304
03/01/2004 04:00,1.28,NA,0,6076,0.023775652
03/01/2004 05:00,1.1,NA,0,6140,0.024026087
03/01/2004 06:00,1.22,NA,0,6204,0.024276522
03/01/2004 07:00,1.59,NA,0.01,6278,0.024566087
03/01/2004 08:00,2.3,NA,0.02,6919,0.027074348
03/01/2004 09:00,2.62,NA,0.03,8466,0.033127826
03/01/2004 10:00,2.61,NA,0.04,9334,0.036524348
03/01/2004 11:00,2.35,NA,0.04,10822,0.042346957
03/01/2004 12:00,2.53,NA,0.05,13026,0.050971304
03/01/2004 13:00,4.45,NA,0.05,15230,0.059595652
03/01/2004 14:00,3.36,NA,0.04,18612,0.072829565
03/01/2004 15:00,4.49,NA,0.04,21838,0.085453043
03/01/2004 16:00,7.15,NA,0.03,26094,0.102106957
03/01/2004 17:00,5.84,NA,0.02,32474,0.127072174
03/01/2004 18:00,4.89,NA,0.01,45285,0.177202174
03/01/2004 19:00,4.93,NA,0,72846,0.285049565
03/01/2004 20:00,6.14,NA,0,110981,0.434273478
03/01/2004 21:00,5.39,NA,0,149600,0.585391304
03/01/2004 22:00,5.4,NA,0,186489,0.729739565
03/01/2004 23:00,5.36,NA,0,215829,0.844548261
04/01/2004 00:00,6.01,NA,0,244286,0.955901739
04/01/2004 01:00,6.51,NA,0,273393,1.069798696
04/01/2004 02:00,5.9,NA,0,303359,1.187056957
04/01/2004 03:00,4.81,NA,0,328000,1.283478261
04/01/2004 04:00,2.89,NA,0,352000,1.377391304
04/01/2004 05:00,1.75,NA,0,372625,1.458097826
04/01/2004 06:00,3.63,NA,0,384974,1.50642
04/01/2004 07:00,2.97,NA,0.02,396401,1.551134348
04/01/2004 08:00,2.89,NA,0.03,414453,1.621772609
04/01/2004 09:00,2.87,NA,0.04,408972,1.600325217
04/01/2004 10:00,2.44,NA,0.05,403306,1.578153913
04/01/2004 11:00,1.82,NA,0.06,394340,1.543069565
04/01/2004 12:00,1.16,NA,0.06,380848,1.490274783
04/01/2004 13:00,0.94,NA,0.06,367329,1.437374348
04/01/2004 14:00,0.69,NA,0.06,353810,1.384473913
04/01/2004 15:00,0.93,NA,0.05,340291,1.331573478
04/01/2004 16:00,0.72,NA,0.04,326772,1.278673043
04/01/2004 17:00,0.63,NA,0.03,313142,1.225338261
04/01/2004 18:00,0.78,NA,0.02,298059,1.166317826
04/01/2004 19:00,1.01,NA,0,282916,1.107062609
04/01/2004 20:00,0.99,NA,0,268304,1.049885217
04/01/2004 21:00,0.41,NA,0,256920,1.00533913
04/01/2004 22:00,0.31,NA,0,248760,0.973408696
04/01/2004 23:00,0.2,NA,0,239827,0.938453478
05/01/2004 00:00,0.13,NA,0,229696,0.898810435
05/01/2004 01:00,0.01,NA,0,218379,0.854526522
05/01/2004 02:00,0,NA,0,206793,0.80919
05/01/2004 03:00,0.15,NA,0,197644,0.773389565
05/01/2004 04:00,0.18,NA,0,190932,0.747125217
05/01/2004 05:00,0.1,NA,0,184220,0.72086087
05/01/2004 06:00,0.26,NA,0,177508,0.694596522
05/01/2004 07:00,0.24,NA,0.02,170799,0.668343913
05/01/2004 08:00,0.21,NA,0.03,164419,0.643378696
05/01/2004 09:00,0.32,NA,0.04,158279,0.619352609
05/01/2004 10:00,0.44,NA,0.05,152140,0.595330435
05/01/2004 11:00,0.34,NA,0.06,146251,0.572286522
05/01/2004 12:00,0.2,NA,0.06,141867,0.555131739
05/01/2004 13:00,0.24,NA,0.06,137733,0.538955217
05/01/2004 14:00,0.19,NA,0.06,133600,0.522782609
05/01/2004 15:00,0.19,NA,0.05,129467,0.50661
05/01/2004 16:00,0.63,NA,0.04,125333,0.490433478
05/01/2004 17:00,0.87,NA,0.03,121200,0.47426087
05/01/2004 18:00,0.96,NA,0.02,117067,0.458088261
05/01/2004 19:00,0.92,NA,0,114766,0.449084348
05/01/2004 20:00,1.51,NA,0,114299,0.447256957
05/01/2004 21:00,1.27,NA,0,113831,0.445425652
05/01/2004 22:00,1.32,NA,0,113364,0.443598261
05/01/2004 23:00,1.43,NA,0,112896,0.441766957
06/01/2004 00:00,0.8,NA,0,112428,0.439935652
06/01/2004 01:00,0.54,NA,0,112597,0.440596957
06/01/2004 02:00,0.22,NA,0,115546,0.452136522
06/01/2004 03:00,0.03,NA,0,118398,0.463296522
06/01/2004 04:00,0.03,NA,0,120222,0.470433913
06/01/2004 05:00,0,NA,0,121516,0.475497391
06/01/2004 06:00,0.11,NA,0,119903,0.469185652
06/01/2004 07:00,0.05,NA,0.02,117806,0.46098
06/01/2004 08:00,0,NA,0.04,115709,0.452774348
06/01/2004 09:00,0.18,NA,0.06,113612,0.444568696
06/01/2004 10:00,0.47,NA,0.07,111515,0.436363043
06/01/2004 11:00,0.17,NA,0.08,109417,0.428153478
06/01/2004 12:00,0.22,NA,0.08,107320,0.419947826
06/01/2004 13:00,0.51,NA,0.08,105223,0.411742174
06/01/2004 14:00,0.45,NA,0.08,103257,0.40404913
06/01/2004 15:00,0.21,NA,0.07,101471,0.397060435
06/01/2004 16:00,0.21,NA,0.06,99685,0.390071739
06/01/2004 17:00,0.22,NA,0.04,97900,0.383086957
06/01/2004 18:00,0.17,NA,0.02,96115,0.376102174
06/01/2004 19:00,0.14,NA,0,94329,0.369113478
06/01/2004 20:00,0,NA,0,92545,0.362132609
06/01/2004 21:00,0,NA,0,90882,0.355625217
06/01/2004 22:00,0,NA,0,89310,0.349473913
06/01/2004 23:00,0,NA,0,87737,0.343318696
07/01/2004 00:00,0,NA,0,86164,0.337163478
07/01/2004 01:00,0,NA,0,84591,0.331008261
07/01/2004 02:00,0.01,NA,0,82791,0.323964783
07/01/2004 03:00,0,NA,0,80697,0.31577087
07/01/2004 04:00,0,NA,0,78887,0.308688261
07/01/2004 05:00,0,NA,0,77604,0.303667826
07/01/2004 06:00,0,NA,0,76332,0.298690435
07/01/2004 07:00,0.04,NA,0.02,75060,0.293713043
07/01/2004 08:00,0,NA,0.04,73760,0.288626087
07/01/2004 09:00,0,NA,0.06,72367,0.283175217
07/01/2004 10:00,0,NA,0.07,70975,0.277728261
07/01/2004 11:00,0,NA,0.08,69960,0.273756522
07/01/2004 12:00,0,NA,0.08,69151,0.27059087
07/01/2004 13:00,0,NA,0.08,68342,0.267425217
07/01/2004 14:00,0,NA,0.08,67512,0.264177391
07/01/2004 15:00,0,NA,0.07,66591,0.260573478
07/01/2004 16:00,0,NA,0.06,65660,0.256930435
07/01/2004 17:00,0,NA,0.04,64729,0.253287391
07/01/2004 18:00,0,NA,0.02,63798,0.249644348
07/01/2004 19:00,0,NA,0,62910,0.246169565
07/01/2004 20:00,0,NA,0,62126,0.243101739
07/01/2004 21:00,0,NA,0,61347,0.240053478
07/01/2004 22:00,0,NA,0,60568,0.237005217
07/01/2004 23:00,0,NA,0,59788,0.233953043
08/01/2004 00:00,0.04,NA,0,59009,0.230904783
08/01/2004 01:00,0,NA,0,58230,0.227856522
08/01/2004 02:00,0,NA,0,57451,0.224808261
08/01/2004 03:00,0,NA,0,56671,0.221756087
08/01/2004 04:00,0,NA,0,55892,0.218707826
08/01/2004 05:00,0,NA,0,55113,0.215659565
08/01/2004 06:00,0,NA,0,54334,0.212611304
08/01/2004 07:00,0,NA,0.02,53555,0.209563043
08/01/2004 08:00,0,NA,0.03,52920,0.207078261
08/01/2004 09:00,0,NA,0.04,52483,0.205368261
08/01/2004 10:00,0,NA,0.05,52048,0.203666087
08/01/2004 11:00,0,NA,0.06,51614,0.201967826
08/01/2004 12:00,0,NA,0.06,51178,0.200261739
08/01/2004 13:00,0,NA,0.06,50743,0.198559565
08/01/2004 14:00,0,NA,0.06,50308,0.196857391
08/01/2004 15:00,0,NA,0.05,49873,0.195155217
08/01/2004 16:00,0,NA,0.04,49438,0.193453043
08/01/2004 17:00,0,NA,0.03,49002,0.191746957
08/01/2004 18:00,0,NA,0.02,48568,0.190048696
08/01/2004 19:00,0,NA,0,48133,0.188346522
08/01/2004 20:00,0,NA,0,47697,0.186640435
08/01/2004 21:00,0,NA,0,47262,0.184938261
08/01/2004 22:00,0,NA,0,46827,0.183236087
08/01/2004 23:00,0,NA,0,46392,0.181533913
09/01/2004 00:00,0,NA,0,45957,0.179831739
09/01/2004 01:00,0,NA,0,45522,0.178129565
09/01/2004 02:00,0,NA,0,45087,0.176427391
09/01/2004 03:00,0,NA,0,44651,0.174721304
09/01/2004 04:00,0,NA,0,44216,0.17301913
09/01/2004 05:00,0,NA,0,43781,0.171316957
09/01/2004 06:00,0.01,NA,0,43337,0.169579565
09/01/2004 07:00,0.06,NA,0.02,42888,0.167822609
09/01/2004 08:00,0,NA,0.03,42450,0.166108696
09/01/2004 09:00,0,NA,0.04,42126,0.16484087
09/01/2004 10:00,0.09,NA,0.05,41827,0.16367087
09/01/2004 11:00,0.11,NA,0.06,41528,0.16250087
09/01/2004 12:00,0,NA,0.06,41229,0.16133087
09/01/2004 13:00,0,NA,0.06,40930,0.16016087
09/01/2004 14:00,0,NA,0.06,40707,0.159288261
09/01/2004 15:00,0,NA,0.05,40542,0.158642609
09/01/2004 16:00,0,NA,0.04,40377,0.157996957
09/01/2004 17:00,0,NA,0.03,40213,0.157355217
09/01/2004 18:00,0,NA,0.02,40048,0.156709565
09/01/2004 19:00,0,NA,0,39883,0.156063913
09/01/2004 20:00,0,NA,0,39719,0.155422174
09/01/2004 21:00,0,NA,0,39554,0.154776522
09/01/2004 22:00,0,NA,0,39389,0.15413087
09/01/2004 23:00,0,NA,0,39225,0.15348913
10/01/2004 00:00,0,NA,0,39060,0.152843478
10/01/2004 01:00,0.03,NA,0,38896,0.152201739
10/01/2004 02:00,0,NA,0,38731,0.151556087
10/01/2004 03:00,0,NA,0,38566,0.150910435
10/01/2004 04:00,0,NA,0,38402,0.150268696
10/01/2004 05:00,0,NA,0,38237,0.149623043
10/01/2004 06:00,0,NA,0,38072,0.148977391
10/01/2004 07:00,0,NA,0.02,37908,0.148335652
10/01/2004 08:00,0,NA,0.03,37743,0.14769
10/01/2004 09:00,0,NA,0.04,37578,0.147044348
10/01/2004 10:00,0,NA,0.05,37414,0.146402609
10/01/2004 11:00,0.09,NA,0.06,37249,0.145756957
10/01/2004 12:00,0.08,NA,0.06,37084,0.145111304
10/01/2004 13:00,0,NA,0.06,36920,0.144469565
10/01/2004 14:00,0,NA,0.06,36755,0.143823913
10/01/2004 15:00,0.08,NA,0.05,36590,0.143178261
10/01/2004 16:00,0,NA,0.04,36426,0.142536522
10/01/2004 17:00,0,NA,0.03,36261,0.14189087
10/01/2004 18:00,0,NA,0.02,36097,0.14124913
10/01/2004 19:00,0.03,NA,0,35932,0.140603478
10/01/2004 20:00,0.05,NA,0,35767,0.139957826
10/01/2004 21:00,0.44,NA,0,35603,0.139316087
10/01/2004 22:00,1.01,NA,0,35438,0.138670435
10/01/2004 23:00,1.53,NA,0,35273,0.138024783
11/01/2004 00:00,1.64,NA,0,35109,0.137383043
11/01/2004 01:00,1.82,NA,0,34944,0.136737391
11/01/2004 02:00,2.65,NA,0,34779,0.136091739
11/01/2004 03:00,1.81,NA,0,34615,0.13545
11/01/2004 04:00,1.09,NA,0,34450,0.134804348
11/01/2004 05:00,1.54,NA,0,34285,0.134158696
11/01/2004 06:00,0.77,NA,0,34121,0.133516957
11/01/2004 07:00,0.38,NA,0.02,33956,0.132871304
11/01/2004 08:00,1.53,NA,0.04,33791,0.132225652
11/01/2004 09:00,1,NA,0.05,33627,0.131583913
11/01/2004 10:00,1.06,NA,0.06,33462,0.130938261
11/01/2004 11:00,0.82,NA,0.07,33298,0.130296522
11/01/2004 12:00,1.67,NA,0.07,33133,0.12965087
11/01/2004 13:00,0.69,NA,0.07,32968,0.129005217
11/01/2004 14:00,0.4,NA,0.07,32804,0.128363478
11/01/2004 15:00,0.09,NA,0.06,32639,0.127717826
11/01/2004 16:00,0.18,NA,0.05,32474,0.127072174
11/01/2004 17:00,0.01,NA,0.04,32310,0.126430435
11/01/2004 18:00,0.18,NA,0.02,32178,0.125913913
11/01/2004 19:00,2.61,NA,0,32106,0.125632174
11/01/2004 20:00,1.46,NA,0,32035,0.125354348
11/01/2004 21:00,1.21,NA,0,31965,0.125080435
11/01/2004 22:00,0.54,NA,0,31894,0.124802609
11/01/2004 23:00,0.45,NA,0,31823,0.124524783
12/01/2004 00:00,0.26,NA,0,31753,0.12425087
12/01/2004 01:00,0,NA,0,31682,0.123973043
12/01/2004 02:00,0.08,NA,0,31611,0.123695217
12/01/2004 03:00,0.16,NA,0,31541,0.123421304
12/01/2004 04:00,0,NA,0,31470,0.123143478
12/01/2004 05:00,0.02,NA,0,31399,0.122865652
12/01/2004 06:00,0.07,NA,0,31329,0.122591739
12/01/2004 07:00,0.03,NA,0.01,31259,0.122317826
12/01/2004 08:00,0,NA,0.02,31188,0.12204
12/01/2004 09:00,0.03,NA,0.03,31117,0.121762174
12/01/2004 10:00,0,NA,0.04,31047,0.121488261
12/01/2004 11:00,0,NA,0.04,30976,0.121210435
12/01/2004 12:00,0,NA,0.05,30905,0.120932609
12/01/2004 13:00,0,NA,0.05,30834,0.120654783
12/01/2004 14:00,0.03,NA,0.04,30764,0.12038087
12/01/2004 15:00,0,NA,0.04,30694,0.120106957
12/01/2004 16:00,0,NA,0.03,30622,0.119825217
12/01/2004 17:00,0,NA,0.02,30552,0.119551304
12/01/2004 18:00,0,NA,0.01,30482,0.119277391
12/01/2004 19:00,0,NA,0,30411,0.118999565
12/01/2004 20:00,0,NA,0,30340,0.118721739
12/01/2004 21:00,0,NA,0,30270,0.118447826
12/01/2004 22:00,0,NA,0,30199,0.11817
12/01/2004 23:00,0,NA,0,30128,0.117892174
13/01/2004 00:00,0,NA,0,30058,0.117618261
13/01/2004 01:00,0,NA,0,30018,0.117461739
13/01/2004 02:00,0,NA,0,30072,0.117673043
13/01/2004 03:00,0,NA,0,30133,0.117911739
13/01/2004 04:00,0,NA,0,30193,0.118146522
13/01/2004 05:00,0,NA,0,30254,0.118385217
13/01/2004 06:00,0,NA,0,30314,0.11862
13/01/2004 07:00,0,NA,0.01,30375,0.118858696
13/01/2004 08:00,0,NA,0.02,30436,0.119097391
13/01/2004 09:00,0.03,NA,0.03,30497,0.119336087
13/01/2004 10:00,0,NA,0.04,30557,0.11957087
13/01/2004 11:00,0,NA,0.04,30618,0.119809565
13/01/2004 12:00,0,NA,0.05,30679,0.120048261
13/01/2004 13:00,0,NA,0.05,30739,0.120283043
13/01/2004 14:00,0,NA,0.04,30800,0.120521739
13/01/2004 15:00,0,NA,0.04,30861,0.120760435
13/01/2004 16:00,0,NA,0.03,31051,0.121503913
13/01/2004 17:00,0,NA,0.02,31467,0.123131739
13/01/2004 18:00,0,NA,0.01,31887,0.124775217
13/01/2004 19:00,0,NA,0,32306,0.126414783
13/01/2004 20:00,0,NA,0,32726,0.128058261
13/01/2004 21:00,0,NA,0,33146,0.129701739
13/01/2004 22:00,0,NA,0,33566,0.131345217
13/01/2004 23:00,0,NA,0,33986,0.132988696
14/01/2004 00:00,0,NA,0,34405,0.134628261
14/01/2004 01:00,0.48,NA,0,34828,0.136283478
14/01/2004 02:00,1.64,NA,0,35772,0.139977391
14/01/2004 03:00,1.54,NA,0,37095,0.145154348
14/01/2004 04:00,1.79,NA,0,38418,0.150331304
14/01/2004 05:00,1.2,NA,0,39742,0.155512174
14/01/2004 06:00,2.72,NA,0,41249,0.16140913
14/01/2004 07:00,3.62,NA,0.02,43292,0.169403478
14/01/2004 08:00,3.3,NA,0.03,45968,0.179874783
14/01/2004 09:00,3,NA,0.04,49326,0.193014783
14/01/2004 10:00,3.57,NA,0.05,52813,0.206659565
14/01/2004 11:00,2.58,NA,0.06,58136,0.227488696
14/01/2004 12:00,1.47,NA,0.06,64058,0.250661739
14/01/2004 13:00,2.24,NA,0.06,70489,0.275826522
14/01/2004 14:00,4.49,NA,0.06,78161,0.305847391
14/01/2004 15:00,2.14,NA,0.05,90671,0.354799565
14/01/2004 16:00,0.76,NA,0.04,110763,0.433420435
14/01/2004 17:00,0.53,NA,0.03,109318,0.427766087
14/01/2004 18:00,0.15,NA,0.02,143468,0.561396522
14/01/2004 19:00,0.02,NA,0,125817,0.492327391
14/01/2004 20:00,0,NA,0,122433,0.479085652
14/01/2004 21:00,0.02,NA,0,110963,0.434203043
14/01/2004 22:00,0,NA,0,97466,0.381388696
14/01/2004 23:00,0,NA,0,93949,0.367626522
15/01/2004 00:00,0.05,NA,0,90433,0.353868261
15/01/2004 01:00,0,NA,0,86916,0.340106087
15/01/2004 02:00,0,NA,0,83399,0.326343913
15/01/2004 03:00,0.05,NA,0,79882,0.312581739
15/01/2004 04:00,0,NA,0,76366,0.298823478
15/01/2004 05:00,0,NA,0,72850,0.285065217
15/01/2004 06:00,0.06,NA,0,69333,0.271303043
15/01/2004 07:00,0,NA,0.02,65816,0.25754087
15/01/2004 08:00,0,NA,0.03,62300,0.243782609
15/01/2004 09:00,0,NA,0.04,58943,0.230646522
15/01/2004 10:00,0,NA,0.05,56428,0.220805217
15/01/2004 11:00,0,NA,0.06,54036,0.211445217
15/01/2004 12:00,0,NA,0.06,52304,0.204667826
15/01/2004 13:00,0,NA,0.06,51278,0.200653043
15/01/2004 14:00,0,NA,0.06,50252,0.196638261
15/01/2004 15:00,0.18,NA,0.05,49226,0.192623478
15/01/2004 16:00,0.14,NA,0.04,48539,0.189935217
15/01/2004 17:00,0.46,NA,0.03,48159,0.188448261
15/01/2004 18:00,0.26,NA,0.02,47443,0.185646522
15/01/2004 19:00,0.83,NA,0,46929,0.183635217
15/01/2004 20:00,1,NA,0,46414,0.18162
15/01/2004 21:00,0.64,NA,0,45900,0.179608696
15/01/2004 22:00,1.36,NA,0,45386,0.177597391
15/01/2004 23:00,0.71,NA,0,44871,0.175582174
16/01/2004 00:00,0.6,NA,0,44357,0.17357087
16/01/2004 01:00,0.96,NA,0,43843,0.171559565
16/01/2004 02:00,5.48,NA,0,43702,0.171007826
16/01/2004 03:00,1.3,NA,0,44068,0.17244
16/01/2004 04:00,0.06,NA,0,43666,0.170866957
16/01/2004 05:00,0,NA,0,43174,0.168941739
16/01/2004 06:00,0,NA,0,42681,0.167012609
16/01/2004 07:00,0,NA,0.02,42189,0.165087391
16/01/2004 08:00,0,NA,0.03,41696,0.163158261
16/01/2004 09:00,0,NA,0.04,41203,0.16122913
16/01/2004 10:00,0.11,NA,0.05,40711,0.159303913
16/01/2004 11:00,0.19,NA,0.06,40218,0.157374783
16/01/2004 12:00,0.08,NA,0.06,39726,0.155449565
16/01/2004 13:00,0.05,NA,0.06,39233,0.153520435
16/01/2004 14:00,0.12,NA,0.06,38740,0.151591304
16/01/2004 15:00,0.17,NA,0.05,38248,0.149666087
16/01/2004 16:00,0.07,NA,0.04,37755,0.147736957
16/01/2004 17:00,0.07,NA,0.03,37263,0.145811739
16/01/2004 18:00,0.05,NA,0.02,36770,0.143882609
16/01/2004 19:00,0.03,NA,0,36278,0.141957391
16/01/2004 20:00,0,NA,0,35785,0.140028261
16/01/2004 21:00,0.02,NA,0,35292,0.13809913
16/01/2004 22:00,0.69,NA,0,34834,0.136306957
16/01/2004 23:00,0.09,NA,0,34577,0.135301304
17/01/2004 00:00,0.22,NA,0,34354,0.134428696
17/01/2004 01:00,0.07,NA,0,34131,0.133556087
17/01/2004 02:00,0.03,NA,0,33908,0.132683478
17/01/2004 03:00,0.05,NA,0,33685,0.13181087
17/01/2004 04:00,0,NA,0,33462,0.130938261
17/01/2004 05:00,0,NA,0,33239,0.130065652
17/01/2004 06:00,0,NA,0,33016,0.129193043
17/01/2004 07:00,0,NA,0.02,32793,0.128320435
17/01/2004 08:00,0,NA,0.04,32564,0.127424348
17/01/2004 09:00,0.08,NA,0.05,32331,0.126512609
17/01/2004 10:00,0.09,NA,0.06,32099,0.125604783
17/01/2004 11:00,0,NA,0.07,31866,0.124693043
17/01/2004 12:00,0,NA,0.07,31633,0.123781304
17/01/2004 13:00,0,NA,0.07,31400,0.122869565
17/01/2004 14:00,0,NA,0.07,31167,0.121957826
17/01/2004 15:00,0,NA,0.06,30934,0.121046087
17/01/2004 16:00,0,NA,0.05,30702,0.120138261
17/01/2004 17:00,0,NA,0.04,30469,0.119226522
17/01/2004 18:00,0,NA,0.02,30236,0.118314783
17/01/2004 19:00,0.58,NA,0,30118,0.117853043
17/01/2004 20:00,1.25,NA,0,30157,0.118005652
17/01/2004 21:00,0.64,NA,0,30179,0.118091739
17/01/2004 22:00,0,NA,0,30052,0.117594783
17/01/2004 23:00,0,NA,0,29891,0.116964783
18/01/2004 00:00,0,NA,0,29730,0.116334783
18/01/2004 01:00,0,NA,0,29569,0.115704783
18/01/2004 02:00,0.01,NA,0,29408,0.115074783
18/01/2004 03:00,0.03,NA,0,29247,0.114444783
18/01/2004 04:00,0.01,NA,0,29085,0.11381087
18/01/2004 05:00,0,NA,0,28924,0.11318087
18/01/2004 06:00,0.02,NA,0,28763,0.11255087
18/01/2004 07:00,0,NA,0.03,28602,0.11192087
18/01/2004 08:00,0,NA,0.05,28441,0.11129087
18/01/2004 09:00,0,NA,0.06,28280,0.11066087
18/01/2004 10:00,0,NA,0.08,28119,0.11003087
18/01/2004 11:00,0,NA,0.09,27958,0.10940087
18/01/2004 12:00,0,NA,0.09,27797,0.10877087
18/01/2004 13:00,0,NA,0.09,27635,0.108136957
18/01/2004 14:00,0,NA,0.09,27474,0.107506957
18/01/2004 15:00,0,NA,0.08,27313,0.106876957
18/01/2004 16:00,0,NA,0.06,27152,0.106246957
18/01/2004 17:00,0,NA,0.05,26991,0.105616957
18/01/2004 18:00,0,NA,0.03,26830,0.104986957
18/01/2004 19:00,0,NA,0,26669,0.104356957
18/01/2004 20:00,0,NA,0,26507,0.103723043
18/01/2004 21:00,0,NA,0,26377,0.103214348
18/01/2004 22:00,0,NA,0,26301,0.102916957
18/01/2004 23:00,0.04,NA,0,26227,0.102627391
19/01/2004 00:00,0.04,NA,0,26153,0.102337826
19/01/2004 01:00,0,NA,0,26079,0.102048261
19/01/2004 02:00,0,NA,0,26005,0.101758696
19/01/2004 03:00,0,NA,0,25930,0.101465217
19/01/2004 04:00,0,NA,0,25856,0.101175652
19/01/2004 05:00,0,NA,0,25782,0.100886087
19/01/2004 06:00,0,NA,0,25708,0.100596522
19/01/2004 07:00,0,NA,0.03,25634,0.100306957
19/01/2004 08:00,0,NA,0.05,25560,0.100017391
19/01/2004 09:00,0,NA,0.06,25486,0.099727826
19/01/2004 10:00,0,NA,0.08,25411,0.099434348
19/01/2004 11:00,0,NA,0.09,25337,0.099144783
19/01/2004 12:00,0,NA,0.09,25263,0.098855217
19/01/2004 13:00,0,NA,0.09,25189,0.098565652
19/01/2004 14:00,0,NA,0.09,25115,0.098276087
19/01/2004 15:00,0,NA,0.08,25041,0.097986522
19/01/2004 16:00,0,NA,0.06,24967,0.097696957
19/01/2004 17:00,0,NA,0.05,24892,0.097403478
19/01/2004 18:00,0,NA,0.03,24818,0.097113913
19/01/2004 19:00,0,NA,0,24744,0.096824348
19/01/2004 20:00,0,NA,0,24670,0.096534783
19/01/2004 21:00,0,NA,0,24596,0.096245217
19/01/2004 22:00,0,NA,0,24522,0.095955652
19/01/2004 23:00,0,NA,0,24448,0.095666087
20/01/2004 00:00,0,NA,0,24373,0.095372609
20/01/2004 01:00,0,NA,0,24299,0.095083043
20/01/2004 02:00,0,NA,0,24225,0.094793478
20/01/2004 03:00,0,NA,0,24151,0.094503913
20/01/2004 04:00,0,NA,0,24077,0.094214348
20/01/2004 05:00,0,NA,0,24003,0.093924783
20/01/2004 06:00,0,NA,0,23929,0.093635217
20/01/2004 07:00,0,NA,0.02,23855,0.093345652
20/01/2004 08:00,0,NA,0.04,23780,0.093052174
20/01/2004 09:00,0,NA,0.05,23713,0.09279
20/01/2004 10:00,0,NA,0.06,23700,0.09273913
20/01/2004 11:00,0,NA,0.07,23700,0.09273913
20/01/2004 12:00,0,NA,0.07,23700,0.09273913
20/01/2004 13:00,0,NA,0.07,23700,0.09273913
20/01/2004 14:00,0,NA,0.07,23699,0.092735217
20/01/2004 15:00,0,NA,0.06,23649,0.092539565
20/01/2004 16:00,0,NA,0.05,23573,0.092242174
20/01/2004 17:00,0,NA,0.04,23497,0.091944783
20/01/2004 18:00,0,NA,0.02,23421,0.091647391
20/01/2004 19:00,0,NA,0,23344,0.091346087
20/01/2004 20:00,0,NA,0,23268,0.091048696
20/01/2004 21:00,0,NA,0,23192,0.090751304
20/01/2004 22:00,0,NA,0,23116,0.090453913
20/01/2004 23:00,0,NA,0,23040,0.090156522
21/01/2004 00:00,0,NA,0,22963,0.089855217
21/01/2004 01:00,0,NA,0,22911,0.089651739
21/01/2004 02:00,0,NA,0,22934,0.089741739
21/01/2004 03:00,0,NA,0,22965,0.089863043
